Tijd (s),Kracht (N),Verplaatsing (mm)
0,-40,5,-0,424
0,-40,5,-0,424
1,577,-71,-0,503
1,593,-71,5,-0,504
1,611,-72,5,-0,505
1,63,-72,5,-0,506
1,652,-72,5,-0,507
1,666,-73,-0,507
1,679,-73,-0,508
1,693,-73,5,-0,509
1,708,-73,5,-0,51
1,725,-74,5,-0,51
1,742,-74,5,-0,511
1,763,-75,-0,512
1,779,-75,-0,513
1,791,-75,-0,514
1,803,-75,5,-0,514
1,817,-76,5,-0,515
1,829,-76,5,-0,516
1,849,-76,5,-0,516
1,865,-77,-0,518
1,886,-77,-0,518
1,902,-77,5,-0,519
1,916,-77,5,-0,52
1,929,-78,5,-0,52
1,942,-78,5,-0,521
1,954,-78,5,-0,522
1,97,-79,-0,523
1,99,-79,-0,524
2,012,-79,5,-0,525
2,025,-80,5,-0,526
2,045,-81,-0,526
2,061,-81,-0,527
2,073,-81,5,-0,528
2,088,-81,5,-0,529
2,108,-82,-0,53
2,122,-82,-0,53
2,135,-83,-0,531
2,155,-83,-0,532
2,171,-83,-0,533
2,186,-83,5,-0,533
2,198,-83,5,-0,534
2,21,-84,-0,535
2,232,-85,-0,536
2,249,-85,5,-0,537
2,266,-85,5,-0,537
2,278,-86,-0,538
2,29,-86,-0,538
2,302,-86,-0,539
2,315,-86,5,-0,54
2,334,-87,-0,541
2,35,-87,-0,542
2,365,-87,5,-0,542
2,382,-88,-0,543
2,398,-88,-0,544
2,412,-88,-0,545
2,43,-89,5,-0,546
2,45,-89,5,-0,547
2,473,-90,-0,548
2,489,-90,-0,548
2,504,-90,-0,55
2,522,-90,5,-0,55
2,534,-91,5,-0,551
2,546,-91,5,-0,551
2,558,-91,5,-0,552
2,569,-92,-0,553
2,584,-92,5,-0,554
2,601,-92,5,-0,554
2,614,-93,-0,555
2,63,-93,-0,556
2,647,-93,5,-0,557
2,665,-94,-0,557
2,678,-94,-0,558
2,695,-94,5,-0,559
2,715,-95,-0,56
2,732,-95,-0,561
2,748,-96,-0,562
2,766,-96,5,-0,563
2,783,-96,5,-0,563
2,797,-97,-0,564
2,815,-97,5,-0,565
2,835,-97,5,-0,566
2,854,-98,-0,567
2,87,-99,-0,568
2,89,-99,5,-0,568
2,907,-99,5,-0,569
2,921,-99,5,-0,57
2,934,-99,5,-0,571
2,954,-100,5,-0,572
2,974,-101,-0,573
2,997,-101,-0,574
3,013,-101,-0,575
3,032,-102,-0,575
3,046,-102,5,-0,576
3,065,-102,5,-0,577
3,08,-103,5,-0,578
3,092,-103,5,-0,578
3,105,-104,-0,579
3,119,-104,-0,58
3,133,-104,5,-0,581
3,152,-105,5,-0,582
3,169,-105,5,-0,583
3,189,-106,-0,584
3,205,-106,5,-0,584
3,22,-106,5,-0,585
3,238,-106,5,-0,586
3,25,-106,5,-0,587
3,265,-107,5,-0,588
3,283,-108,5,-0,588
3,303,-108,5,-0,589
3,32,-108,5,-0,59
3,333,-108,5,-0,59
3,345,-109,-0,591
3,359,-110,5,-0,592
3,376,-110,5,-0,593
3,39,-111,-0,594
3,413,-111,-0,594
3,427,-111,-0,595
3,44,-111,5,-0,596
3,457,-111,5,-0,597
3,473,-112,5,-0,598
3,486,-112,5,-0,598
3,499,-113,-0,599
3,513,-113,5,-0,6
3,531,-113,5,-0,6
3,544,-114,-0,601
3,558,-114,-0,602
3,581,-115,5,-0,603
3,6,-116,-0,604
3,615,-116,-0,604
3,628,-116,-0,606
3,645,-117,-0,607
3,674,-118,-0,608
3,69,-118,-0,609
3,71,-118,5,-0,61
3,727,-118,5,-0,61
3,741,-118,5,-0,611
